,cap,ini,label,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
2999,min,ncap,O,min,n,rapariga,min,art,uma,O,0,n,Trï¿½s,min,n,rapazes,alpha,conj-c,e
3000,min,ncap,O,0,punc,.,min,n,rapariga,O,min,n,rapazes,min,conj-c,e,alpha,art,uma
3001,min,ncap,O,0,0,0,0,punc,.,O,min,conj-c,e,min,art,uma,alpha,n,rapariga
3002,0,simb,O,0,0,0,0,0,0,O,min,art,uma,min,n,rapariga,0,punc,.
3003,max,cap,O,min,pron-det,seus,min,art,os,O,0,0,0,0,0,0,alpha,conj-c,E
3004,min,ncap,O,0,n,avï¿½s,min,pron-det,seus,O,0,0,0,max,conj-c,E,alpha,art,os
3005,min,ncap,O,0,punc,?,0,n,avï¿½s,O,max,conj-c,E,min,art,os,alpha,pron-det,seus
3006,0,ncap,O,0,0,0,0,punc,?,O,min,art,os,min,pron-det,seus,0,n,avï¿½s
3007,0,simb,O,0,0,0,0,0,0,O,min,pron-det,seus,0,n,avï¿½s,0,punc,?
3008,maxmin,cap,O,min,v-pcp,da,min,n,parte,O,0,0,0,0,0,0,alpha,n,Da
3009,min,ncap,O,min,pron-det,minha,min,v-pcp,da,O,0,0,0,maxmin,n,Da,alpha,n,parte
3010,min,ncap,O,0,n,mï¿½e,min,pron-det,minha,O,maxmin,n,Da,min,n,parte,alpha,v-pcp,da
3011,min,ncap,O,min,v-fin,morreu,0,n,mï¿½e,O,min,n,parte,min,v-pcp,da,alpha,pron-det,minha
3012,0,ncap,O,min,art,o,min,v-fin,morreu,O,min,v-pcp,da,min,pron-det,minha,0,n,mï¿½e
3013,min,ncap,O,min,pron-det,meu,min,art,o,O,min,pron-det,minha,0,n,mï¿½e,alpha,v-fin,morreu
3014,min,ncap,O,0,n,avï¿½,min,pron-det,meu,O,0,n,mï¿½e,min,v-fin,morreu,alpha,art,o
3015,min,ncap,O,0,n,hï¿½,0,n,avï¿½,O,min,v-fin,morreu,min,art,o,alpha,pron-det,meu
3016,0,ncap,O,min,num,dois,0,n,hï¿½,O,min,art,o,min,pron-det,meu,0,n,avï¿½
3017,0,ncap,O,min,n,anos,min,num,dois,O,min,pron-det,meu,0,n,avï¿½,0,n,hï¿½
3018,min,ncap,O,min,conj-c,e,min,n,anos,O,0,n,avï¿½,0,n,hï¿½,alpha,num,dois
3019,min,ncap,O,min,v-pcp,da,min,conj-c,e,O,0,n,hï¿½,min,num,dois,alpha,n,anos
3020,min,ncap,O,min,n,parte,min,v-pcp,da,O,min,num,dois,min,n,anos,alpha,conj-c,e
3021,min,ncap,O,min,v-pcp,do,min,n,parte,O,min,n,anos,min,conj-c,e,alpha,v-pcp,da
3022,min,ncap,O,min,pron-det,meu,min,v-pcp,do,O,min,conj-c,e,min,v-pcp,da,alpha,n,parte
3023,min,ncap,O,min,n,pai,min,pron-det,meu,O,min,v-pcp,da,min,n,parte,alpha,v-pcp,do
3024,min,ncap,O,0,n,estï¿½o,min,n,pai,O,min,n,parte,min,v-pcp,do,alpha,pron-det,meu
3025,min,ncap,O,min,art,os,0,n,estï¿½o,O,min,v-pcp,do,min,pron-det,meu,alpha,n,pai
3026,0,ncap,O,min,num,dois,min,art,os,O,min,pron-det,meu,min,n,pai,0,n,estï¿½o
3027,min,ncap,O,min,adj,vivos,min,num,dois,O,min,n,pai,0,n,estï¿½o,alpha,art,os
3028,min,ncap,O,0,punc,.,min,adj,vivos,O,0,n,estï¿½o,min,art,os,alpha,num,dois
3029,min,ncap,O,0,0,0,0,punc,.,O,min,art,os,min,num,dois,alpha,adj,vivos
3030,0,simb,O,0,0,0,0,0,0,O,min,num,dois,min,adj,vivos,0,punc,.
3031,maxmin,cap,O,min,conj-s,que,0,n,ï¿½,O,0,0,0,0,0,0,alpha,adv,Onde
3032,0,ncap,O,min,n,mora,min,conj-s,que,O,0,0,0,maxmin,adv,Onde,0,n,ï¿½
3033,min,ncap,O,0,punc,?,min,n,mora,O,maxmin,adv,Onde,0,n,ï¿½,alpha,conj-s,que
3034,min,ncap,O,0,0,0,0,punc,?,O,0,n,ï¿½,min,conj-s,que,alpha,n,mora
3035,0,simb,O,0,0,0,0,0,0,O,min,conj-s,que,min,n,mora,0,punc,?
3036,maxmin,cap,B_LOCAL,maxmin,n,Parretas,min,n,das,O,0,0,0,0,0,0,alpha,n,Lugar
3037,min,ncap,I_LOCAL,min,prp,em,maxmin,n,Parretas,O,0,0,0,maxmin,n,Lugar,alpha,n,das
3038,maxmin,cap,I_LOCAL,maxmin,prop,Braga,min,prp,em,O,maxmin,n,Lugar,min,n,das,alpha,n,Parretas
3039,min,ncap,O,0,punc,.,maxmin,prop,Braga,O,min,n,das,maxmin,n,Parretas,alpha,prp,em
3040,maxmin,cap,B_LOCAL,0,0,0,0,punc,.,B_LOCAL,maxmin,n,Parretas,min,prp,em,alpha,prop,Braga
3041,0,simb,O,0,0,0,0,0,0,O,min,prp,em,maxmin,prop,Braga,0,punc,.
3042,maxmin,cap,O,min,n,na,min,adv,sempre,O,0,0,0,0,0,0,alpha,v-fin,Morou
3043,min,ncap,O,min,n,cidade,min,n,na,O,0,0,0,maxmin,v-fin,Morou,alpha,adv,sempre
3044,min,ncap,O,min,prp,de,min,n,cidade,O,maxmin,v-fin,Morou,min,adv,sempre,alpha,n,na
3045,min,ncap,O,maxmin,prop,Braga,min,prp,de,O,min,adv,sempre,min,n,na,alpha,n,cidade
3046,min,ncap,O,0,punc,?,maxmin,prop,Braga,O,min,n,na,min,n,cidade,alpha,prp,de
3047,maxmin,cap,B_LOCAL,0,0,0,0,punc,?,O,min,n,cidade,min,prp,de,alpha,prop,Braga
3048,0,simb,O,0,0,0,0,0,0,O,min,prp,de,maxmin,prop,Braga,0,punc,?
3049,maxmin,cap,O,min,prp,desde,0,punc,",",O,0,0,0,0,0,0,alpha,adv,Sempre
3050,0,simb,O,min,conj-s,que,min,prp,desde,O,0,0,0,maxmin,adv,Sempre,0,punc,","
3051,min,ncap,O,min,n,vim,min,conj-s,que,O,maxmin,adv,Sempre,0,punc,",",alpha,prp,desde
3052,min,ncap,O,min,prp,de,min,n,vim,O,0,punc,",",min,prp,desde,alpha,conj-s,que
3053,min,ncap,O,maxmin,prop,Angola,min,prp,de,O,min,prp,desde,min,conj-s,que,alpha,n,vim
3054,min,ncap,O,0,punc,.,maxmin,prop,Angola,O,min,conj-s,que,min,n,vim,alpha,prp,de
3055,maxmin,cap,B_LOCAL,0,0,0,0,punc,.,O,min,n,vim,min,prp,de,alpha,prop,Angola
3056,0,simb,O,0,0,0,0,0,0,O,min,prp,de,maxmin,prop,Angola,0,punc,.
3057,maxmin,cap,O,min,n,idade,min,conj-s,que,O,0,0,0,0,0,0,alpha,prp,Com
3058,min,ncap,O,min,n,veio,min,n,idade,O,0,0,0,maxmin,prp,Com,alpha,conj-s,que
3059,min,ncap,O,min,prp,de,min,n,veio,O,maxmin,prp,Com,min,conj-s,que,alpha,n,idade
3060,min,ncap,O,maxmin,prop,Angola,min,prp,de,O,min,conj-s,que,min,n,idade,alpha,n,veio
3061,min,ncap,O,0,punc,?,maxmin,prop,Angola,O,min,n,idade,min,n,veio,alpha,prp,de
3062,maxmin,cap,B_LOCAL,0,0,0,0,punc,?,O,min,n,veio,min,prp,de,alpha,prop,Angola
3063,0,simb,O,0,0,0,0,0,0,O,min,prp,de,maxmin,prop,Angola,0,punc,?
3064,maxmin,cap,O,min,n,anos,0,num,7,O,0,0,0,0,0,0,alpha,prp,Com
3065,0,simb,B_VALOR,0,punc,.,min,n,anos,B_VALOR,0,0,0,maxmin,prp,Com,num,num,7
3066,min,ncap,I_VALOR,0,0,0,0,punc,.,I_VALOR,maxmin,prp,Com,0,num,7,alpha,n,anos
3067,0,simb,O,0,0,0,0,0,0,O,0,num,7,min,n,anos,0,punc,.
3068,maxmin,cap,O,0,n,recordaï¿½ï¿½es,min,pron-det,algumas,O,0,0,0,0,0,0,alpha,v-fin,Tem
3069,min,ncap,O,min,prp,de,0,n,recordaï¿½ï¿½es,O,0,0,0,maxmin,v-fin,Tem,alpha,pron-det,algumas
3070,0,ncap,O,maxmin,prop,Angola,min,prp,de,O,maxmin,v-fin,Tem,min,pron-det,algumas,0,n,recordaï¿½ï¿½es
3071,min,ncap,O,0,punc,?,maxmin,prop,Angola,O,min,pron-det,algumas,0,n,recordaï¿½ï¿½es,alpha,prp,de
3072,maxmin,cap,B_LOCAL,0,0,0,0,punc,?,O,0,n,recordaï¿½ï¿½es,min,prp,de,alpha,prop,Angola
3073,0,simb,O,0,0,0,0,0,0,O,min,prp,de,maxmin,prop,Angola,0,punc,?
3074,maxmin,cap,O,min,n,tenho,0,n,nï¿½o,O,0,0,0,0,0,0,alpha,pron-pers,Eu
3075,0,ncap,O,min,pron-det,muitas,min,n,tenho,O,0,0,0,maxmin,pron-pers,Eu,0,n,nï¿½o
3076,min,ncap,O,0,n,recordaï¿½ï¿½es,min,pron-det,muitas,O,maxmin,pron-pers,Eu,0,n,nï¿½o,alpha,n,tenho
3077,min,ncap,O,min,v-pcp,da,0,n,recordaï¿½ï¿½es,O,0,n,nï¿½o,min,n,tenho,alpha,pron-det,muitas
3078,0,ncap,O,maxmin,prop,Angola,min,v-pcp,da,O,min,n,tenho,min,pron-det,muitas,0,n,recordaï¿½ï¿½es
3079,min,ncap,O,0,punc,",",maxmin,prop,Angola,O,min,pron-det,muitas,0,n,recordaï¿½ï¿½es,alpha,v-pcp,da
3080,maxmin,cap,B_LOCAL,min,adv,nem,0,punc,",",B_ORGANIZACAO,0,n,recordaï¿½ï¿½es,min,v-pcp,da,alpha,prop,Angola
3081,0,simb,O,min,v-pcp,da,min,adv,nem,O,min,v-pcp,da,maxmin,prop,Angola,0,punc,","
3082,min,ncap,O,0,n,infï¿½ncia,min,v-pcp,da,O,maxmin,prop,Angola,0,punc,",",alpha,adv,nem
3083,min,ncap,O,min,conj-s,porque,0,n,infï¿½ncia,O,0,punc,",",min,adv,nem,alpha,v-pcp,da
3084,0,ncap,O,min,adv,quando,min,conj-s,porque,O,min,adv,nem,min,v-pcp,da,0,n,infï¿½ncia
3085,min,ncap,O,min,pron-pers,eu,min,adv,quando,O,min,v-pcp,da,0,n,infï¿½ncia,alpha,conj-s,porque
3086,min,ncap,O,min,n,vim,min,pron-pers,eu,O,0,n,infï¿½ncia,min,conj-s,porque,alpha,adv,quando
3087,min,ncap,O,min,prp,de,min,n,vim,O,min,conj-s,porque,min,adv,quando,alpha,pron-pers,eu
3088,min,ncap,O,0,n,lï¿½,min,prp,de,O,min,adv,quando,min,pron-pers,eu,alpha,n,vim
3089,min,ncap,O,min,v-fin,era,0,n,lï¿½,O,min,pron-pers,eu,min,n,vim,alpha,prp,de
3090,0,ncap,O,min,n,tempo,min,v-fin,era,O,min,n,vim,min,prp,de,0,n,lï¿½
3091,min,ncap,O,min,prp,de,min,n,tempo,O,min,prp,de,0,n,lï¿½,alpha,v-fin,era
3092,min,ncap,O,min,n,guerra,min,prp,de,O,0,n,lï¿½,min,v-fin,era,alpha,n,tempo
3093,min,ncap,O,min,conj-c,e,min,n,guerra,O,min,v-fin,era,min,n,tempo,alpha,prp,de
3094,min,ncap,O,min,n,acho,min,conj-c,e,O,min,n,tempo,min,prp,de,alpha,n,guerra
3095,min,ncap,O,min,conj-s,que,min,n,acho,O,min,prp,de,min,n,guerra,alpha,conj-c,e
3096,min,ncap,O,0,n,varreu-me,min,conj-s,que,O,min,n,guerra,min,conj-c,e,alpha,n,acho
3097,min,ncap,O,min,adv,completamente,0,n,varreu-me,O,min,conj-c,e,min,n,acho,alpha,conj-s,que
3098,0,ncap,O,min,art,as,min,adv,completamente,O,min,n,acho,min,conj-s,que,0,n,varreu-me
3099,min,ncap,O,0,n,lembranï¿½as,min,art,as,O,min,conj-s,que,0,n,varreu-me,alpha,adv,completamente
3100,min,ncap,O,min,prp,de,0,n,lembranï¿½as,O,0,n,varreu-me,min,adv,completamente,alpha,art,as
3101,0,ncap,O,min,adv,quando,min,prp,de,O,min,adv,completamente,min,art,as,0,n,lembranï¿½as
3102,min,ncap,O,min,pron-pers,eu,min,adv,quando,O,min,art,as,0,n,lembranï¿½as,alpha,prp,de
3103,min,ncap,O,min,v-fin,era,min,pron-pers,eu,O,0,n,lembranï¿½as,min,prp,de,alpha,adv,quando
3104,min,ncap,O,min,adj,pequena,min,v-fin,era,O,min,prp,de,min,adv,quando,alpha,pron-pers,eu
3105,min,ncap,O,0,punc,.,min,adj,pequena,O,min,adv,quando,min,pron-pers,eu,alpha,v-fin,era
3106,min,ncap,O,0,0,0,0,punc,.,O,min,pron-pers,eu,min,v-fin,era,alpha,adj,pequena
3107,0,simb,O,0,0,0,0,0,0,O,min,v-fin,era,min,adj,pequena,0,punc,.
3108,maxmin,cap,O,min,v-pcp,da,0,n,lembra-se,O,0,0,0,0,0,0,alpha,conj-c,Mas
3109,0,ncap,O,min,n,guerra,min,v-pcp,da,O,0,0,0,maxmin,conj-c,Mas,0,n,lembra-se
3110,min,ncap,O,0,punc,?,min,n,guerra,O,maxmin,conj-c,Mas,0,n,lembra-se,alpha,v-pcp,da
3111,min,ncap,O,0,0,0,0,punc,?,O,0,n,lembra-se,min,v-pcp,da,alpha,n,guerra
3112,0,simb,O,0,0,0,0,0,0,O,min,v-pcp,da,min,n,guerra,0,punc,?
3113,0,cap,O,min,n,guerra,min,v-pcp,da,O,0,0,0,0,0,0,0,n,Lembro-me
3114,min,ncap,O,min,conj-c,e,min,n,guerra,O,0,0,0,0,n,Lembro-me,alpha,v-pcp,da
3115,min,ncap,O,0,n,nï¿½o,min,conj-c,e,O,0,n,Lembro-me,min,v-pcp,da,alpha,n,guerra
3116,min,ncap,O,min,pron-pers,me,0,n,nï¿½o,O,min,v-pcp,da,min,n,guerra,alpha,conj-c,e
3117,0,ncap,O,min,n,lembro,min,pron-pers,me,O,min,n,guerra,min,conj-c,e,0,n,nï¿½o
3118,min,ncap,O,min,v-pcp,da,min,n,lembro,O,min,conj-c,e,0,n,nï¿½o,alpha,pron-pers,me
3119,min,ncap,O,min,pron-det,minha,min,v-pcp,da,O,0,n,nï¿½o,min,pron-pers,me,alpha,n,lembro
3120,min,ncap,O,0,n,infï¿½ncia,min,pron-det,minha,O,min,pron-pers,me,min,n,lembro,alpha,v-pcp,da
3121,min,ncap,O,0,punc,.,0,n,infï¿½ncia,O,min,n,lembro,min,v-pcp,da,alpha,pron-det,minha
3122,0,ncap,O,0,0,0,0,punc,.,O,min,v-pcp,da,min,pron-det,minha,0,n,infï¿½ncia
3123,0,simb,O,0,0,0,0,0,0,O,min,pron-det,minha,0,n,infï¿½ncia,0,punc,.
3124,maxmin,cap,O,min,prp,de,min,n,veio,O,0,0,0,0,0,0,alpha,adv,Quando
3125,min,ncap,O,maxmin,prop,Luanda,min,prp,de,O,0,0,0,maxmin,adv,Quando,alpha,n,veio
3126,min,ncap,O,min,n,veio,maxmin,prop,Luanda,O,maxmin,adv,Quando,min,n,veio,alpha,prp,de
3127,maxmin,cap,B_LOCAL,min,adv,logo,min,n,veio,O,min,n,veio,min,prp,de,alpha,prop,Luanda
3128,min,ncap,O,min,v-inf,morar,min,adv,logo,O,min,prp,de,maxmin,prop,Luanda,alpha,n,veio
3129,min,ncap,O,min,adv,aqui,min,v-inf,morar,O,maxmin,prop,Luanda,min,n,veio,alpha,adv,logo
3130,min,ncap,O,min,prp,para,min,adv,aqui,O,min,n,veio,min,adv,logo,alpha,v-inf,morar
3131,min,ncap,O,maxmin,prop,Braga,min,prp,para,O,min,adv,logo,min,v-inf,morar,alpha,adv,aqui
3132,min,ncap,O,0,punc,?,maxmin,prop,Braga,O,min,v-inf,morar,min,adv,aqui,alpha,prp,para
3133,maxmin,cap,B_LOCAL,0,0,0,0,punc,?,O,min,adv,aqui,min,prp,para,alpha,prop,Braga
3134,0,simb,O,0,0,0,0,0,0,O,min,prp,para,maxmin,prop,Braga,0,punc,?
3135,0,cap,O,0,0,0,0,punc,.,O,0,0,0,0,0,0,0,n,Nï¿½o
3136,0,simb,O,0,0,0,0,0,0,O,0,0,0,0,n,Nï¿½o,0,punc,.
3137,maxmin,cap,O,min,pron-pers,me,0,n,nï¿½o,O,0,0,0,0,0,0,alpha,pron-pers,Eu
3138,0,ncap,O,min,n,lembro,min,pron-pers,me,O,0,0,0,maxmin,pron-pers,Eu,0,n,nï¿½o
3139,min,ncap,O,min,pron-pers,se,min,n,lembro,O,maxmin,pron-pers,Eu,0,n,nï¿½o,alpha,pron-pers,me
3140,min,ncap,O,min,n,vim,min,pron-pers,se,O,0,n,nï¿½o,min,pron-pers,me,alpha,n,lembro
3141,min,ncap,O,min,prp,de,min,n,vim,O,min,pron-pers,me,min,n,lembro,alpha,pron-pers,se
3142,min,ncap,O,min,n,barco,min,prp,de,O,min,n,lembro,min,pron-pers,se,alpha,n,vim
3143,min,ncap,O,min,conj-c,ou,min,n,barco,O,min,pron-pers,se,min,n,vim,alpha,prp,de
3144,min,ncap,O,min,prp,de,min,conj-c,ou,O,min,n,vim,min,prp,de,alpha,n,barco
3145,min,ncap,O,0,n,aviï¿½o,min,prp,de,O,min,prp,de,min,n,barco,alpha,conj-c,ou
3146,min,ncap,O,0,punc,",",0,n,aviï¿½o,O,min,n,barco,min,conj-c,ou,alpha,prp,de
3147,0,ncap,O,min,conj-c,mas,0,punc,",",O,min,conj-c,ou,min,prp,de,0,n,aviï¿½o
3148,0,simb,O,min,art,a,min,conj-c,mas,O,min,prp,de,0,n,aviï¿½o,0,punc,","
3149,min,ncap,O,min,pron-det,minha,min,art,a,O,0,n,aviï¿½o,0,punc,",",alpha,conj-c,mas
3150,min,ncap,O,0,n,mï¿½e,min,pron-det,minha,O,0,punc,",",min,conj-c,mas,alpha,art,a
3151,min,ncap,O,min,v-fin,diz,0,n,mï¿½e,O,min,conj-c,mas,min,art,a,alpha,pron-det,minha
3152,0,ncap,O,min,conj-s,que,min,v-fin,diz,O,min,art,a,min,pron-det,minha,0,n,mï¿½e
3153,min,ncap,O,min,v-fin,viemos,min,conj-s,que,O,min,pron-det,minha,0,n,mï¿½e,alpha,v-fin,diz
3154,min,ncap,O,min,prp,de,min,v-fin,viemos,O,0,n,mï¿½e,min,v-fin,diz,alpha,conj-s,que
3155,min,ncap,O,0,n,aviï¿½o,min,prp,de,O,min,v-fin,diz,min,conj-s,que,alpha,v-fin,viemos
3156,min,ncap,O,0,punc,.,0,n,aviï¿½o,O,min,conj-s,que,min,v-fin,viemos,alpha,prp,de
3157,0,ncap,O,0,0,0,0,punc,.,O,min,v-fin,viemos,min,prp,de,0,n,aviï¿½o
3158,0,simb,O,0,0,0,0,0,0,O,min,prp,de,0,n,aviï¿½o,0,punc,.
3159,max,cap,O,min,n,coisa,0,n,ï¿½nica,O,0,0,0,0,0,0,alpha,art,A
3160,0,ncap,O,min,conj-s,que,min,n,coisa,O,0,0,0,max,art,A,0,n,ï¿½nica
3161,min,ncap,O,min,pron-pers,me,min,conj-s,que,O,max,art,A,0,n,ï¿½nica,alpha,n,coisa
3162,min,ncap,O,min,v-fin,ficou,min,pron-pers,me,O,0,n,ï¿½nica,min,n,coisa,alpha,conj-s,que
3163,min,ncap,O,min,n,na,min,v-fin,ficou,O,min,n,coisa,min,conj-s,que,alpha,pron-pers,me
3164,min,ncap,O,0,n,memï¿½ria,min,n,na,O,min,conj-s,que,min,pron-pers,me,alpha,v-fin,ficou
3165,min,ncap,O,0,punc,",",0,n,memï¿½ria,O,min,pron-pers,me,min,v-fin,ficou,alpha,n,na
3166,0,ncap,O,min,v-fin,foi,0,punc,",",O,min,v-fin,ficou,min,n,na,0,n,memï¿½ria
3167,0,simb,O,min,adv,quando,min,v-fin,foi,O,min,n,na,0,n,memï¿½ria,0,punc,","
3168,min,ncap,O,0,n,nï¿½s,min,adv,quando,O,0,n,memï¿½ria,0,punc,",",alpha,v-fin,foi
3169,min,ncap,O,min,v-fin,chegamos,0,n,nï¿½s,O,0,punc,",",min,v-fin,foi,alpha,adv,quando
3170,0,ncap,O,0,n,ï¿½,min,v-fin,chegamos,O,min,v-fin,foi,min,adv,quando,0,n,nï¿½s
3171,min,ncap,O,0,n,estaï¿½ï¿½o,0,n,ï¿½,O,min,adv,quando,0,n,nï¿½s,alpha,v-fin,chegamos
3172,0,ncap,O,min,prp,de,0,n,estaï¿½ï¿½o,O,0,n,nï¿½s,min,v-fin,chegamos,0,n,ï¿½
3173,0,ncap,O,maxmin,prop,Nine,min,prp,de,O,min,v-fin,chegamos,0,n,ï¿½,0,n,estaï¿½ï¿½o
3174,min,ncap,O,0,punc,.,maxmin,prop,Nine,O,0,n,ï¿½,0,n,estaï¿½ï¿½o,alpha,prp,de
3175,maxmin,cap,B_LOCAL,0,0,0,0,punc,.,O,0,n,estaï¿½ï¿½o,min,prp,de,alpha,prop,Nine
3176,0,simb,O,0,0,0,0,0,0,O,min,prp,de,maxmin,prop,Nine,0,punc,.
3177,maxmin,cap,O,min,n,comboio,min,prp,de,O,0,0,0,0,0,0,alpha,v-fin,Viemos
3178,min,ncap,O,min,v-pcp,do,min,n,comboio,O,0,0,0,maxmin,v-fin,Viemos,alpha,prp,de
3179,min,ncap,O,maxmin,prop,Porto,min,v-pcp,do,O,maxmin,v-fin,Viemos,min,prp,de,alpha,n,comboio
3180,min,ncap,O,min,prp,para,maxmin,prop,Porto,O,min,prp,de,min,n,comboio,alpha,v-pcp,do
3181,maxmin,cap,B_LOCAL,maxmin,prop,Nine,min,prp,para,O,min,n,comboio,min,v-pcp,do,alpha,prop,Porto
3182,min,ncap,O,0,punc,.,maxmin,prop,Nine,O,min,v-pcp,do,maxmin,prop,Porto,alpha,prp,para
3183,maxmin,cap,B_LOCAL,0,0,0,0,punc,.,O,maxmin,prop,Porto,min,prp,para,alpha,prop,Nine
3184,0,simb,O,0,0,0,0,0,0,O,min,prp,para,maxmin,prop,Nine,0,punc,.
3185,max,cap,O,min,v-fin,chegamos,min,adv,quando,O,0,0,0,0,0,0,alpha,conj-c,E
3186,min,ncap,O,0,n,ï¿½,min,v-fin,chegamos,O,0,0,0,max,conj-c,E,alpha,adv,quando
3187,min,ncap,O,0,n,estaï¿½ï¿½o,0,n,ï¿½,O,max,conj-c,E,min,adv,quando,alpha,v-fin,chegamos
3188,0,ncap,O,min,v-fin,era,0,n,estaï¿½ï¿½o,O,min,adv,quando,min,v-fin,chegamos,0,n,ï¿½
3189,0,ncap,O,min,n,noite,min,v-fin,era,O,min,v-fin,chegamos,0,n,ï¿½,0,n,estaï¿½ï¿½o
3190,min,ncap,O,0,punc,",",min,n,noite,O,0,n,ï¿½,0,n,estaï¿½ï¿½o,alpha,v-fin,era
3191,min,ncap,O,min,art,a,0,punc,",",O,0,n,estaï¿½ï¿½o,min,v-fin,era,alpha,n,noite
3192,0,simb,O,min,pron-det,minha,min,art,a,O,min,v-fin,era,min,n,noite,0,punc,","
3193,min,ncap,O,0,n,mï¿½e,min,pron-det,minha,O,min,n,noite,0,punc,",",alpha,art,a
3194,min,ncap,O,0,n,nï¿½o,0,n,mï¿½e,O,0,punc,",",min,art,a,alpha,pron-det,minha
3195,0,ncap,O,min,v-fin,tinha,0,n,nï¿½o,O,min,art,a,min,pron-det,minha,0,n,mï¿½e
3196,0,ncap,O,0,n,ninguï¿½m,min,v-fin,tinha,O,min,pron-det,minha,0,n,mï¿½e,0,n,nï¿½o
3197,min,ncap,O,0,n,ï¿½,0,n,ninguï¿½m,O,0,n,mï¿½e,0,n,nï¿½o,alpha,v-fin,tinha
3198,0,ncap,O,min,n,espera,0,n,ï¿½,O,0,n,nï¿½o,min,v-fin,tinha,0,n,ninguï¿½m
3199,0,ncap,O,min,n,dela,min,n,espera,O,min,v-fin,tinha,0,n,ninguï¿½m,0,n,ï¿½
3200,min,ncap,O,min,conj-c,e,min,n,dela,O,0,n,ninguï¿½m,0,n,ï¿½,alpha,n,espera
3201,min,ncap,O,0,n,nï¿½o,min,conj-c,e,O,0,n,ï¿½,min,n,espera,alpha,n,dela
3202,min,ncap,O,min,n,sabia,0,n,nï¿½o,O,min,n,espera,min,n,dela,alpha,conj-c,e
3203,0,ncap,O,min,prp,para,min,n,sabia,O,min,n,dela,min,conj-c,e,0,n,nï¿½o
3204,min,ncap,O,min,adv,onde,min,prp,para,O,min,conj-c,e,0,n,nï¿½o,alpha,n,sabia
3205,min,ncap,O,min,pron-pers,se,min,adv,onde,O,0,n,nï¿½o,min,n,sabia,alpha,prp,para
3206,min,ncap,O,min,v-fin,havia,min,pron-pers,se,O,min,n,sabia,min,prp,para,alpha,adv,onde
3207,min,ncap,O,min,prp,de,min,v-fin,havia,O,min,prp,para,min,adv,onde,alpha,pron-pers,se
3208,min,ncap,O,min,v-inf,virar,min,prp,de,O,min,adv,onde,min,pron-pers,se,alpha,v-fin,havia
3209,min,ncap,O,0,punc,.,min,v-inf,virar,O,min,pron-pers,se,min,v-fin,havia,alpha,prp,de
3210,min,ncap,O,0,0,0,0,punc,.,O,min,v-fin,havia,min,prp,de,alpha,v-inf,virar
3211,0,simb,O,0,0,0,0,0,0,O,min,prp,de,min,v-inf,virar,0,punc,.
3212,0,cap,O,min,n,bancos,min,pron-pers,nos,O,0,0,0,0,0,0,0,n,Sentou-se
3213,min,ncap,O,min,v-pcp,da,min,n,bancos,O,0,0,0,0,n,Sentou-se,alpha,pron-pers,nos
3214,min,ncap,O,0,n,estaï¿½ï¿½o,min,v-pcp,da,O,0,n,Sentou-se,min,pron-pers,nos,alpha,n,bancos
3215,min,ncap,O,min,prp,com,0,n,estaï¿½ï¿½o,O,min,pron-pers,nos,min,n,bancos,alpha,v-pcp,da
3216,0,ncap,O,0,n,nï¿½s,min,prp,com,O,min,n,bancos,min,v-pcp,da,0,n,estaï¿½ï¿½o
3217,min,ncap,O,min,art,os,0,n,nï¿½s,O,min,v-pcp,da,0,n,estaï¿½ï¿½o,alpha,prp,com
3218,0,ncap,O,min,num,dois,min,art,os,O,0,n,estaï¿½ï¿½o,min,prp,com,0,n,nï¿½s
3219,min,ncap,O,0,punc,",",min,num,dois,O,min,prp,com,0,n,nï¿½s,alpha,art,os
3220,min,ncap,O,min,pron-pers,eu,0,punc,",",O,0,n,nï¿½s,min,art,os,alpha,num,dois
3221,0,simb,O,min,conj-c,e,min,pron-pers,eu,O,min,art,os,min,num,dois,0,punc,","
3222,min,ncap,O,min,art,o,min,conj-c,e,O,min,num,dois,0,punc,",",alpha,pron-pers,eu
3223,min,ncap,O,min,pron-det,meu,min,art,o,O,0,punc,",",min,pron-pers,eu,alpha,conj-c,e
3224,min,ncap,O,0,n,irmï¿½o,min,pron-det,meu,O,min,pron-pers,eu,min,conj-c,e,alpha,art,o
3225,min,ncap,O,min,adv,mais,0,n,irmï¿½o,O,min,conj-c,e,min,art,o,alpha,pron-det,meu
3226,0,ncap,O,min,adj,velho,min,adv,mais,O,min,art,o,min,pron-det,meu,0,n,irmï¿½o
3227,min,ncap,O,min,conj-s,que,min,adj,velho,O,min,pron-det,meu,0,n,irmï¿½o,alpha,adv,mais
3228,min,ncap,O,min,pron-pers,eu,min,conj-s,que,O,0,n,irmï¿½o,min,adv,mais,alpha,adj,velho
3229,min,ncap,O,min,art,um,min,pron-pers,eu,O,min,adv,mais,min,adj,velho,alpha,conj-s,que
3230,min,ncap,O,min,n,ano,min,art,um,O,min,adj,velho,min,conj-s,que,alpha,pron-pers,eu
3231,min,ncap,O,0,punc,",",min,n,ano,O,min,conj-s,que,min,pron-pers,eu,alpha,art,um
3232,min,ncap,O,min,conj-c,e,0,punc,",",O,min,pron-pers,eu,min,art,um,alpha,n,ano
